,average_order_value,best_day,best_hour,between_7_to_8_gmt,email_last_send_date,first_seen_date,frequency_score,highest_order_value,last_payment_method,last_purchase_date,last_purchase_value,last_seen_date,lifecycle_id,lowest_order_value,monetary_score,orders_with_promo_count,orders_with_promo_percent,orders_without_promo_count,orders_without_promo_percent,pin_code,purchased,push_last_send_date,recency_score,rfm_total_score,segmentation_last_process_date,session_on_sunday,time_to_first_purchase,total_event_done,total_frequency_monetary,total_revenue,user_id,user_tag
49,72666.666666667,tuesday,9.0,9.0,2017-02-23T03:20:56,2016-09-25T03:55:28,1.0,85000.0,indomaret,2017-01-18T10:27:54,85000.0,2017-03-01T18:41:22,19505.0,49000.0,9.0,0.0,0.0,5.0,100.0,12449893,5.0,1970-01-01T00:00:00,9.0,19.0,2016-11-21T10:03:24,4.0,9.0,81.0,10.0,218000.0,57e74ab08dbb1b63c58b4574,customer
50,818833.33333333,saturday,11.0,2.0,2017-03-02T03:14:07,2014-08-02T18:39:49,0.0,2200000.0,kantorpos,2017-02-06T01:52:09,2200000.0,2017-02-12T05:59:11,19509.0,121500.0,9.0,0.0,0.0,2.0,100.0,1282508,3.0,1970-01-01T00:00:00,8.0,17.0,2017-02-07T15:46:32,6.0,833.0,146.0,9.0,2456500.0,577678d47b68513f788b534f,customer
51,66249.5,monday,0.0,1.0,2017-03-02T03:18:26,2016-12-01T10:56:50,1.0,160000.0,bni virtual account,2017-01-23T00:35:56,160000.0,2017-02-26T23:57:59,19503.0,49999.0,9.0,0.0,0.0,5.0,100.0,14388341,5.0,1970-01-01T00:00:00,9.0,19.0,1970-01-01T00:00:00,1.0,32.0,23.0,10.0,264998.0,584001f2c3ffe70ead9e87ec,customer
52,132750.0,wednesday,4.0,1.0,2017-03-02T03:19:53,2016-12-28T04:10:24,1.0,218000.0,payment_method_deposit,2017-02-14T16:44:59,47500.0,2017-02-22T00:48:16,19509.0,47500.0,9.0,0.0,0.0,3.0,100.0,15141225,2.0,1970-01-01T00:00:00,9.0,19.0,2017-02-14T17:36:14,2.0,15.0,33.0,10.0,265500.0,58633b30c3ffe70ead2c21bc,customer
53,151000.0,monday,1.0,1.0,2017-03-02T03:21:16,2016-12-24T01:51:12,0.0,219000.0,payment_method_atm_transfer,2017-02-15T03:58:24,219000.0,2017-02-15T03:58:34,19509.0,83000.0,9.0,0.0,-100.0,4.0,200.0,12009321,2.0,1970-01-01T00:00:00,9.0,18.0,2017-02-07T13:28:16,1.0,43.0,8.0,9.0,302000.0,585dd490c3ffe70ead17398b,customer
54,871218.92307692,thursday,8.0,1.0,2017-03-02T03:15:35,2016-08-30T08:34:17,5.0,8000000.0,payment_method_instant,2017-02-19T04:16:31,199000.0,2017-02-19T04:16:33,19509.0,39000.0,9.0,1.0,0.0,13.0,100.0,8208552,13.0,1970-01-01T00:00:00,9.0,23.0,2017-02-02T02:12:05,1.0,54.0,51.0,14.0,11325846.0,57c545098dbb1b4ff28b458f,customer
55,332538.46153846,friday,8.0,1.0,2017-02-23T02:07:27,2016-10-11T07:54:22,5.0,675000.0,indomaret,2017-01-20T13:33:16,675000.0,2017-02-15T04:59:25,19506.0,159000.0,9.0,0.0,0.0,14.0,100.0,8528834,14.0,1970-01-01T00:00:00,9.0,23.0,2016-11-18T02:02:59,4.0,0.0,206.0,14.0,4323000.0,57fc9aae8dbb1bc07c8b4570,customer
56,205000.0,wednesday,4.0,2.0,2017-03-02T03:21:13,2016-11-09T11:45:55,0.0,205000.0,payment_method_instant,2017-02-14T20:36:28,205000.0,2017-02-14T20:36:30,19499.0,205000.0,9.0,0.0,0.0,1.0,100.0,13747398,1.0,1970-01-01T00:00:00,9.0,18.0,2016-11-18T15:19:23,1.0,97.0,77.0,9.0,205000.0,58230c73c0ef75157d923dbf,customer
57,27000.0,sunday,10.0,2.0,2017-03-02T04:23:50,2016-09-25T04:16:56,0.0,27000.0,transfer bank,2016-09-26T07:17:28,27000.0,2017-02-15T04:33:35,19502.0,27000.0,9.0,0.0,0.0,1.0,100.0,2757044,1.0,1970-01-01T00:00:00,8.0,17.0,2016-11-14T16:59:15,3.0,1.0,38.0,9.0,27000.0,57e74fb88dbb1b0cd28b4575,customer
58,437833.33333333,thursday,16.0,1.0,2017-03-02T04:24:20,2016-08-11T16:42:14,2.0,1375000.0,klikbca,2016-11-18T11:07:21,465000.0,2017-02-16T07:22:15,19508.0,156000.0,9.0,0.0,0.0,6.0,100.0,8693696,6.0,1970-01-01T00:00:00,9.0,20.0,2016-11-21T01:05:51,9.0,13.0,176.0,11.0,2627000.0,57acaae68dbb1bdb6f8b4577,customer
59,258207.14285714,wednesday,8.0,4.0,2017-03-02T04:24:30,2016-09-27T08:20:32,2.0,825000.0,transfer bank,2017-01-17T04:26:20,115000.0,2017-02-21T18:04:49,19506.0,29450.0,9.0,0.0,0.0,8.0,100.0,8187044,7.0,1970-01-01T00:00:00,8.0,19.0,2017-02-03T03:38:02,2.0,61.0,112.0,11.0,1807450.0,57ea2bd07b6851d8a18b6cde,customer
60,60000.0,tuesday,1.0,2.0,2017-03-02T04:23:49,2016-08-23T06:16:46,0.0,60000.0,kartu kredit / debit,2016-12-11T23:34:49,60000.0,2017-02-21T16:38:59,19501.0,60000.0,9.0,0.0,0.0,1.0,100.0,6928734,1.0,1970-01-01T00:00:00,9.0,18.0,2016-11-17T06:46:02,3.0,110.0,90.0,9.0,60000.0,57bbea4e7b6851f2868b4773,customer
61,1345000.0,thursday,0.0,8.0,2017-03-02T04:23:51,2015-09-15T16:18:37,0.0,1345000.0,credit card,2016-09-22T07:57:38,1345000.0,2017-02-22T15:02:48,19502.0,1345000.0,9.0,0.0,0.0,1.0,100.0,5076475,1.0,1970-01-01T00:00:00,8.0,17.0,2016-11-14T18:46:21,10.0,372.0,156.0,9.0,1345000.0,577766f47b685151788bdc70,customer
62,230000.0,thursday,6.0,3.0,2017-03-02T04:23:48,2016-09-30T05:30:43,0.0,230000.0,klikbca,2016-11-17T07:14:35,230000.0,2017-02-27T22:26:28,19502.0,230000.0,9.0,0.0,0.0,1.0,100.0,12587195,1.0,1970-01-01T00:00:00,5.0,14.0,2017-02-15T19:18:12,3.0,48.0,286.0,9.0,230000.0,57edf8838dbb1bc0e28b4584,customer
63,88475.0,thursday,10.0,1.0,2017-03-02T04:23:49,2014-09-10T19:37:08,2.0,129000.0,transfer bank,2016-12-22T09:34:11,114950.0,2017-03-02T11:06:55,19507.0,39900.0,9.0,0.0,0.0,6.0,100.0,1468032,6.0,1970-01-01T00:00:00,9.0,20.0,2016-11-20T11:58:25,25.0,700.0,458.0,11.0,530850.0,5776c38c7b68514f788bafda,customer
64,135093.75,wednesday,2.0,7.0,2017-03-02T03:22:35,2012-02-28T11:40:00,2.0,237800.0,payment_method_atm_transfer,2017-03-02T03:44:12,237800.0,2017-03-02T03:58:53,19509.0,38000.0,9.0,0.0,-37.5,11.0,137.5,210389,8.0,1970-01-01T00:00:00,9.0,20.0,2017-02-15T00:31:32,1.0,1735.0,119.0,11.0,1080750.0,577680797b68512c788b54d9,customer
